signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points,hand_example
5-12-0-1-24-2,5,12.0,,1,24,2,27,22,12,0,0.0,0.0,0.0,A_Acorn 8_Heart 7_Leaf 9_Heart 7_Heart A_Bell U_Bell O_Heart
3-12-2-4-24-2,3,12.0,2.0,4,24,2,41,36,14,0,0.0,0.0,0.0,A_Leaf 9_Leaf A_Acorn 10_Leaf U_Acorn O_Heart 8_Heart K_Leaf
5-9-0-3-23-1,5,9.0,,3,23,1,23,15,19,0,0.0,0.0,0.0,K_Heart K_Leaf 8_Leaf 9_Heart U_Leaf 7_Heart U_Bell A_Leaf
6-10-3-1-41-2,6,10.0,3.0,1,41,2,34,22,3,0,0.0,0.0,0.0,U_Acorn K_Heart U_Heart A_Leaf 9_Heart U_Leaf U_Bell A_Bell
5-11-4-1-40-0,5,11.0,4.0,1,40,0,32,10,57,0,0.0,0.0,0.0,10_Leaf K_Heart U_Acorn U_Leaf A_Heart O_Bell 8_Acorn 9_Bell
4-11-0-2-26-2,4,11.0,,2,26,2,52,36,138,0,0.0,0.0,0.0,U_Leaf 7_Heart A_Heart O_Bell A_Leaf K_Acorn A_Acorn 10_Leaf
3-9-4-4-21-1,3,9.0,4.0,4,21,1,33,25,77,0,0.0,0.0,0.0,U_Heart 8_Bell A_Leaf 10_Leaf K_Leaf 8_Leaf U_Leaf K_Heart
7-14-5-1-70-0,7,14.0,5.0,1,70,0,29,4,13,0,0.0,0.0,0.0,U_Bell 10_Heart O_Leaf O_Heart K_Bell U_Leaf U_Acorn O_Acorn
3-13-7-2-29-3,3,13.0,7.0,2,29,3,44,37,13,0,0.0,0.0,0.0,A_Bell U_Leaf K_Leaf O_Leaf A_Leaf A_Acorn U_Bell 7_Acorn
5-9-0-2-29-1,5,9.0,,2,29,1,37,21,51,0,0.0,0.0,0.0,10_Heart U_Bell A_Leaf 10_Leaf 8_Bell 7_Heart U_Heart U_Leaf
6-13-4-1-46-0,6,13.0,4.0,1,46,0,42,10,48,0,0.0,0.0,0.0,U_Acorn 10_Acorn K_Heart O_Leaf A_Heart 10_Heart 7_Leaf U_Heart
5-13-3-2-44-2,5,13.0,3.0,2,44,2,32,22,34,0,0.0,0.0,0.0,9_Heart U_Heart U_Leaf A_Leaf O_Bell A_Bell O_Leaf 9_Leaf
5-13-4-2-44-2,5,13.0,4.0,2,44,2,48,26,31,0,0.0,0.0,0.0,10_Heart O_Leaf K_Leaf K_Heart A_Acorn O_Heart U_Acorn A_Leaf
6-12-2-1-45-1,6,12.0,2.0,1,45,1,35,21,57,0,0.0,0.0,0.0,10_Bell U_Bell K_Heart O_Heart U_Leaf 8_Heart A_Acorn O_Bell
3-14-11-5-37-1,3,14.0,11.0,5,37,1,34,25,5,0,0.0,0.0,0.0,O_Acorn O_Bell K_Acorn A_Acorn 9_Acorn O_Heart 10_Acorn 7_Acorn
4-14-2-3-30-2,4,14.0,2.0,3,30,2,32,26,59,0,0.0,0.0,0.0,O_Bell 8_Heart 9_Heart O_Acorn 9_Acorn A_Acorn K_Acorn A_Leaf
7-14-2-1-66-1,7,14.0,2.0,1,66,1,26,11,11,0,0.0,0.0,0.0,O_Heart O_Leaf 8_Heart U_Acorn U_Bell O_Acorn U_Heart A_Acorn
6-11-5-1-48-1,6,11.0,5.0,1,48,1,41,11,2,0,0.0,0.0,0.0,U_Leaf A_Heart U_Acorn A_Acorn 10_Heart U_Bell O_Bell 8_Leaf
4-10-3-2-29-2,4,10.0,3.0,2,29,2,28,22,54,0,0.0,0.0,0.0,A_Leaf 9_Acorn 9_Bell A_Bell 9_Heart U_Bell U_Acorn U_Leaf
3-10-2-4-19-2,3,10.0,2.0,4,19,2,36,32,11,0,0.0,0.0,0.0,A_Acorn 8_Heart 7_Bell 9_Bell A_Bell U_Acorn U_Bell 10_Bell
3-11-4-2-21-3,3,11.0,4.0,2,21,3,51,33,20,0,0.0,0.0,0.0,9_Acorn A_Leaf A_Heart 7_Bell K_Heart A_Acorn O_Bell A_Bell
5-12-4-2-46-2,5,12.0,4.0,2,46,2,40,26,8,0,0.0,0.0,0.0,K_Heart U_Leaf K_Bell O_Heart A_Bell O_Bell A_Acorn U_Acorn
6-14-3-1-51-1,6,14.0,3.0,1,51,1,22,11,105,0,0.0,0.0,0.0,U_Acorn A_Acorn U_Heart 8_Bell U_Bell 9_Heart O_Acorn U_Leaf
6-10-0-1-24-0,6,10.0,,1,24,0,16,0,19,0,0.0,0.0,0.0,7_Heart 9_Bell 10_Heart K_Heart U_Acorn 8_Heart 9_Leaf 9_Heart
2-11-7-4-18-3,2,11.0,7.0,4,18,3,52,47,6,0,0.0,0.0,0.0,10_Leaf A_Leaf A_Bell K_Leaf U_Bell A_Acorn 9_Leaf O_Bell
6-10-2-1-36-1,6,10.0,2.0,1,36,1,21,11,33,0,0.0,0.0,0.0,9_Heart 7_Bell U_Acorn K_Heart U_Leaf 8_Heart A_Acorn U_Heart
4-13-5-2-39-2,4,13.0,5.0,2,39,2,50,32,102,0,0.0,0.0,0.0,8_Leaf A_Bell 10_Heart O_Leaf 10_Leaf O_Heart A_Acorn U_Leaf
3-7-2-2-14-2,3,7.0,2.0,2,14,2,34,22,135,0,0.0,0.0,0.0,A_Acorn U_Bell 8_Acorn 7_Bell A_Bell 7_Leaf 8_Heart 10_Heart
5-10-0-3-34-1,5,10.0,,3,34,1,23,15,4,0,0.0,0.0,0.0,7_Heart A_Leaf U_Acorn U_Heart U_Bell K_Leaf U_Leaf 7_Leaf
3-10-2-3-16-3,3,10.0,2.0,3,16,3,53,47,6,0,0.0,0.0,0.0,U_Acorn A_Bell A_Leaf 8_Heart 10_Acorn K_Acorn K_Heart A_Acorn
6-13-4-1-47-0,6,13.0,4.0,1,47,0,28,4,90,0,0.0,0.0,0.0,K_Heart U_Leaf U_Heart O_Leaf 9_Leaf U_Bell A_Heart K_Bell
3-12-0-4-20-2,3,12.0,,4,20,2,41,36,13,0,0.0,0.0,0.0,U_Heart O_Heart A_Leaf 10_Leaf K_Leaf 7_Heart 9_Leaf A_Bell
6-14-2-1-40-0,6,14.0,2.0,1,40,0,24,4,124,0,0.0,0.0,0.0,7_Acorn 9_Heart 8_Heart K_Heart K_Bell O_Acorn O_Heart 10_Heart
5-14-5-2-41-1,5,14.0,5.0,2,41,1,39,11,41,0,0.0,0.0,0.0,10_Heart O_Acorn A_Leaf 7_Bell 8_Bell A_Heart U_Bell U_Leaf
6-11-0-2-40-0,6,11.0,,2,40,0,13,4,33,0,0.0,0.0,0.0,K_Leaf O_Bell U_Acorn 7_Leaf U_Leaf U_Bell 7_Heart 9_Heart
2-8-2-2-10-2,2,8.0,2.0,2,10,2,28,26,167,0,0.0,0.0,0.0,K_Acorn 8_Heart 9_Bell 8_Leaf 8_Acorn A_Bell A_Leaf U_Heart
5-10-2-1-34-0,5,10.0,2.0,1,34,0,26,10,59,0,0.0,0.0,0.0,10_Heart 8_Leaf 9_Bell U_Acorn 8_Heart U_Heart 10_Acorn U_Leaf
5-12-0-1-33-2,5,12.0,,1,33,2,29,22,24,0,0.0,0.0,0.0,U_Heart O_Heart 9_Heart 7_Heart A_Leaf A_Bell U_Acorn 8_Acorn
3-14-4-2-28-3,3,14.0,4.0,2,28,3,42,33,13,0,0.0,0.0,0.0,K_Heart 8_Acorn O_Acorn A_Acorn U_Acorn A_Bell 8_Bell A_Leaf
4-14-6-3-39-0,4,14.0,6.0,3,39,0,39,20,181,0,0.0,0.0,0.0,8_Bell 7_Bell 10_Leaf O_Heart A_Heart O_Acorn U_Bell 10_Bell
4-11-5-3-31-2,4,11.0,5.0,3,31,2,48,22,36,0,0.0,0.0,0.0,7_Leaf 10_Heart A_Acorn U_Leaf A_Leaf A_Heart 9_Leaf O_Bell
5-11-0-2-21-0,5,11.0,,2,21,0,23,10,51,0,0.0,0.0,0.0,10_Heart 8_Leaf 10_Bell 7_Heart 9_Heart 8_Heart O_Bell 7_Leaf
5-13-2-2-29-2,5,13.0,2.0,2,29,2,31,22,14,0,0.0,0.0,0.0,8_Bell A_Bell K_Heart U_Bell O_Leaf 8_Heart 9_Heart A_Leaf
6-13-0-1-41-1,6,13.0,,1,41,1,39,21,136,0,0.0,0.0,0.0,7_Heart 8_Heart O_Heart 10_Acorn 10_Heart O_Leaf U_Leaf A_Leaf
5-14-5-2-47-2,5,14.0,5.0,2,47,2,42,22,34,0,0.0,0.0,0.0,10_Heart 7_Leaf A_Leaf O_Bell O_Acorn U_Bell U_Acorn A_Bell
7-12-0-1-50-0,7,12.0,,1,50,0,21,0,34,0,0.0,0.0,0.0,U_Acorn 8_Heart U_Leaf 7_Heart A_Heart O_Bell O_Heart 7_Leaf
4-10-0-3-22-2,4,10.0,,3,22,2,30,22,52,0,0.0,0.0,0.0,7_Acorn K_Heart A_Bell U_Acorn A_Acorn 9_Acorn U_Heart 7_Heart
3-12-2-3-24-3,3,12.0,2.0,3,24,3,38,33,6,0,0.0,0.0,0.0,O_Heart 7_Acorn 8_Acorn A_Acorn A_Bell A_Leaf 8_Heart U_Acorn
5-10-2-1-29-0,5,10.0,2.0,1,29,0,18,4,114,0,0.0,0.0,0.0,10_Heart U_Leaf 7_Leaf 7_Acorn U_Acorn 8_Heart 9_Heart K_Bell
6-14-0-1-31-0,6,14.0,,1,31,0,13,4,44,0,0.0,0.0,0.0,9_Leaf K_Heart U_Heart 8_Heart 9_Heart O_Acorn 7_Heart K_Acorn
2-12-5-5-17-2,2,12.0,5.0,5,17,2,45,32,7,0,0.0,0.0,0.0,O_Heart A_Bell 7_Bell 10_Bell 8_Bell 9_Bell 10_Heart A_Leaf
4-14-5-3-33-0,4,14.0,5.0,3,33,0,40,14,55,0,0.0,0.0,0.0,10_Leaf 10_Heart 9_Leaf O_Acorn K_Bell A_Heart U_Heart 7_Leaf
4-12-0-3-17-1,4,12.0,,3,17,1,28,25,84,0,0.0,0.0,0.0,O_Heart 9_Heart 7_Heart 8_Bell A_Bell 8_Heart K_Bell 10_Leaf
6-13-4-2-50-0,6,13.0,4.0,2,50,0,29,4,54,0,0.0,0.0,0.0,K_Heart O_Leaf A_Heart K_Bell U_Bell O_Heart U_Heart 8_Bell
5-9-2-2-30-1,5,9.0,2.0,2,30,1,25,15,90,0,0.0,0.0,0.0,U_Bell K_Heart U_Leaf A_Bell 7_Acorn U_Heart 8_Heart K_Acorn
6-14-5-1-53-0,6,14.0,5.0,1,53,0,41,10,71,0,0.0,0.0,0.0,O_Bell U_Acorn 10_Leaf 8_Acorn U_Bell 10_Heart A_Heart O_Acorn
6-14-7-1-65-0,6,14.0,7.0,1,65,0,20,4,36,0,0.0,0.0,0.0,O_Acorn O_Leaf K_Leaf U_Bell O_Bell O_Heart 9_Bell U_Heart
6-14-4-2-46-0,6,14.0,4.0,2,46,0,42,10,13,0,0.0,0.0,0.0,U_Leaf K_Heart O_Acorn 10_Bell 7_Bell A_Heart 10_Heart U_Heart
8-14-2-0-73-0,8,14.0,2.0,0,73,0,17,0,5,0,0.0,0.0,0.0,U_Leaf O_Bell U_Acorn O_Heart O_Acorn U_Heart 8_Heart U_Bell
4-10-6-2-33-2,4,10.0,6.0,2,33,2,49,32,46,0,0.0,0.0,0.0,8_Acorn 10_Leaf A_Leaf U_Heart A_Acorn U_Acorn U_Leaf A_Heart
5-14-2-1-52-0,5,14.0,2.0,1,52,0,26,14,30,0,0.0,0.0,0.0,8_Bell O_Acorn 10_Acorn O_Heart O_Bell O_Leaf 8_Heart K_Leaf
3-13-2-4-25-0,3,13.0,2.0,4,25,0,25,20,42,0,0.0,0.0,0.0,7_Bell 10_Leaf O_Leaf 10_Bell U_Acorn 8_Bell 8_Heart 9_Bell
5-11-2-2-28-2,5,11.0,2.0,2,28,2,31,22,18,0,0.0,0.0,0.0,A_Leaf 9_Heart U_Heart K_Heart A_Bell 7_Bell 8_Heart O_Bell
3-12-2-3-18-2,3,12.0,2.0,3,18,2,33,26,108,0,0.0,0.0,0.0,8_Bell K_Bell O_Heart K_Heart A_Bell A_Acorn 8_Acorn 8_Heart
3-10-3-4-20-0,3,10.0,3.0,4,20,0,18,14,31,0,0.0,0.0,0.0,7_Bell 8_Bell U_Acorn U_Bell 8_Leaf 10_Bell 9_Heart K_Bell
6-14-0-1-35-1,6,14.0,,1,35,1,18,11,75,0,0.0,0.0,0.0,9_Leaf O_Acorn U_Leaf 7_Heart 8_Heart A_Bell U_Bell 9_Heart
4-8-0-2-14-2,4,8.0,,2,14,2,32,26,57,0,0.0,0.0,0.0,U_Heart 7_Heart K_Heart 8_Heart A_Leaf 8_Bell K_Acorn A_Bell
4-13-0-2-25-3,4,13.0,,2,25,3,38,33,13,0,0.0,0.0,0.0,A_Leaf U_Acorn 7_Leaf A_Bell 7_Heart O_Leaf A_Acorn 8_Heart
5-10-0-3-28-1,5,10.0,,3,28,1,27,21,26,0,0.0,0.0,0.0,10_Leaf U_Acorn 8_Heart U_Leaf 8_Leaf U_Bell A_Leaf 7_Heart
6-13-3-2-57-0,6,13.0,3.0,2,57,0,17,4,12,0,0.0,0.0,0.0,9_Heart O_Bell U_Heart O_Heart K_Bell O_Leaf U_Acorn 7_Bell
3-14-6-3-27-2,3,14.0,6.0,3,27,2,52,36,139,0,0.0,0.0,0.0,K_Leaf A_Heart A_Bell 10_Leaf U_Bell 7_Acorn A_Leaf O_Acorn
6-12-2-1-34-0,6,12.0,2.0,1,34,0,29,10,38,0,0.0,0.0,0.0,K_Heart O_Heart 8_Heart U_Heart 10_Acorn 8_Bell 10_Heart 9_Heart
3-10-3-4-22-0,3,10.0,3.0,4,22,0,14,10,37,0,0.0,0.0,0.0,U_Acorn 9_Heart 8_Bell 9_Bell 10_Bell U_Leaf 8_Leaf 7_Bell
6-9-0-1-32-1,6,9.0,,1,32,1,28,11,25,0,0.0,0.0,0.0,8_Bell U_Bell A_Heart U_Leaf U_Heart A_Leaf 8_Heart 7_Heart
6-10-0-1-27-2,6,10.0,,1,27,2,36,22,4,0,0.0,0.0,0.0,7_Heart 8_Heart 9_Heart A_Leaf A_Bell 10_Heart U_Bell U_Acorn
3-9-2-3-14-3,3,9.0,2.0,3,14,3,45,43,6,0,0.0,0.0,0.0,10_Bell 9_Heart U_Leaf 7_Bell A_Leaf 8_Heart A_Bell A_Acorn
6-11-2-2-37-0,6,11.0,2.0,2,37,0,30,0,38,0,0.0,0.0,0.0,K_Heart 9_Leaf 8_Heart A_Heart U_Leaf 8_Leaf O_Bell 10_Heart
3-13-0-2-25-3,3,13.0,,2,25,3,49,43,22,0,0.0,0.0,0.0,A_Bell A_Leaf 7_Heart O_Leaf 8_Bell 10_Acorn O_Heart A_Acorn
6-13-0-2-30-0,6,13.0,,2,30,0,38,10,21,0,0.0,0.0,0.0,O_Leaf 10_Bell 7_Heart A_Heart 8_Heart K_Heart 10_Heart 8_Bell
5-10-0-2-32-0,5,10.0,,2,32,0,17,0,115,0,0.0,0.0,0.0,9_Acorn U_Acorn 7_Heart 9_Leaf 7_Leaf U_Bell A_Heart U_Leaf
6-11-0-1-29-1,6,11.0,,1,29,1,30,11,30,0,0.0,0.0,0.0,8_Heart 7_Leaf O_Bell 10_Heart K_Heart A_Bell 7_Heart U_Bell
2-11-8-4-19-3,2,11.0,8.0,4,19,3,38,33,7,0,0.0,0.0,0.0,A_Acorn 8_Leaf 9_Leaf A_Bell 7_Leaf A_Leaf U_Heart O_Bell
2-12-3-5-15-2,2,12.0,3.0,5,15,2,39,36,10,0,0.0,0.0,0.0,7_Bell O_Heart 9_Bell 10_Bell 9_Heart A_Bell A_Leaf K_Bell
5-13-0-3-37-0,5,13.0,,3,37,0,21,4,71,0,0.0,0.0,0.0,7_Leaf K_Leaf 7_Heart 8_Leaf U_Acorn U_Leaf 10_Heart O_Leaf
3-7-3-4-14-1,3,7.0,3.0,4,14,1,31,25,64,0,0.0,0.0,0.0,9_Heart A_Leaf U_Bell K_Acorn 10_Leaf 7_Leaf 9_Leaf K_Heart
5-9-0-3-27-1,5,9.0,,3,27,1,17,11,11,0,0.0,0.0,0.0,U_Bell 7_Acorn 8_Acorn A_Acorn U_Leaf U_Heart 7_Heart 9_Heart
3-14-3-3-29-0,3,14.0,3.0,3,29,0,16,10,306,0,0.0,0.0,0.0,O_Heart 7_Bell 8_Bell 10_Bell 7_Leaf 9_Heart O_Acorn 9_Leaf
5-14-0-3-29-1,5,14.0,,3,29,1,16,11,40,0,0.0,0.0,0.0,9_Acorn 7_Heart A_Acorn 8_Heart 9_Heart O_Acorn 8_Acorn U_Acorn
3-13-6-2-28-3,3,13.0,6.0,2,28,3,53,37,16,0,0.0,0.0,0.0,A_Acorn A_Leaf K_Bell O_Leaf U_Leaf 8_Acorn A_Bell A_Heart
4-9-5-3-28-1,4,9.0,5.0,3,28,1,46,21,75,0,0.0,0.0,0.0,U_Heart U_Leaf A_Bell A_Heart 9_Bell 10_Heart 10_Acorn 7_Bell
5-12-4-1-37-1,5,12.0,4.0,1,37,1,36,15,51,0,0.0,0.0,0.0,10_Heart U_Bell U_Leaf 8_Acorn O_Heart K_Leaf A_Bell K_Heart
3-13-7-4-30-1,3,13.0,7.0,4,30,1,38,31,71,0,0.0,0.0,0.0,9_Bell 8_Bell 10_Bell 10_Acorn O_Leaf U_Acorn U_Bell A_Bell
3-11-5-4-25-1,3,11.0,5.0,4,25,1,44,29,76,0,0.0,0.0,0.0,10_Acorn A_Acorn K_Bell K_Acorn 7_Acorn 10_Heart U_Leaf O_Bell
2-9-0-5-9-2,2,9.0,,5,9,2,38,36,13,0,0.0,0.0,0.0,A_Acorn 7_Heart 7_Acorn A_Leaf 9_Acorn U_Leaf 10_Acorn K_Acorn
5-8-0-2-18-0,5,8.0,,2,18,0,16,4,74,0,0.0,0.0,0.0,8_Heart U_Heart 10_Heart 9_Bell K_Leaf 9_Heart 8_Leaf 7_Heart
3-12-0-4-17-1,3,12.0,,4,17,1,38,25,58,0,0.0,0.0,0.0,K_Bell A_Bell O_Heart 8_Leaf 7_Heart 9_Bell 10_Bell 10_Heart
4-11-5-3-34-0,4,11.0,5.0,3,34,0,31,14,61,0,0.0,0.0,0.0,8_Bell U_Heart K_Acorn O_Bell U_Acorn 7_Acorn 10_Acorn 10_Heart
5-10-0-1-23-0,5,10.0,,1,23,0,18,10,110,0,0.0,0.0,0.0,9_Leaf 7_Heart U_Acorn 8_Heart 7_Bell U_Bell K_Heart 10_Acorn
6-11-4-1-41-2,6,11.0,4.0,1,41,2,54,22,1,0,0.0,0.0,0.0,10_Heart U_Heart O_Bell K_Heart A_Leaf A_Heart U_Bell A_Bell
4-11-2-2-26-2,4,11.0,2.0,2,26,2,41,26,197,0,0.0,0.0,0.0,U_Heart O_Bell K_Leaf 9_Bell A_Bell A_Acorn 8_Heart 10_Heart
6-12-3-1-53-0,6,12.0,3.0,1,53,0,12,0,21,0,0.0,0.0,0.0,O_Heart U_Heart U_Acorn 7_Bell 9_Heart U_Leaf O_Bell 8_Acorn
6-12-2-1-35-0,6,12.0,2.0,1,35,0,30,4,53,0,0.0,0.0,0.0,9_Heart U_Bell K_Leaf 10_Heart O_Heart A_Heart 7_Acorn 8_Heart
3-10-5-4-22-2,3,10.0,5.0,4,22,2,46,32,15,0,0.0,0.0,0.0,10_Bell U_Acorn 10_Heart 7_Bell A_Leaf U_Bell 9_Bell A_Bell
6-11-5-1-46-0,6,11.0,5.0,1,46,0,30,0,14,0,0.0,0.0,0.0,A_Heart O_Bell 8_Bell U_Leaf U_Heart 10_Heart 7_Acorn U_Bell
3-9-3-2-16-3,3,9.0,3.0,2,16,3,39,33,16,0,0.0,0.0,0.0,9_Heart U_Leaf 7_Bell A_Leaf A_Bell 9_Acorn K_Heart A_Acorn
2-13-10-4-23-2,2,13.0,10.0,4,23,2,27,22,132,0,0.0,0.0,0.0,A_Leaf 9_Acorn 8_Bell 8_Acorn O_Leaf U_Acorn 7_Acorn A_Acorn
6-8-0-1-26-0,6,8.0,,1,26,0,25,10,42,0,0.0,0.0,0.0,8_Heart U_Bell 9_Heart 10_Leaf 9_Bell 7_Heart A_Heart U_Heart
5-12-7-2-46-2,5,12.0,7.0,2,46,2,33,22,8,0,0.0,0.0,0.0,A_Bell A_Acorn U_Leaf U_Acorn U_Heart O_Heart U_Bell 7_Acorn
3-11-4-4-23-2,3,11.0,4.0,4,23,2,41,32,13,0,0.0,0.0,0.0,A_Acorn K_Heart O_Bell 7_Acorn A_Bell 10_Acorn U_Heart 9_Acorn
3-11-4-4-22-1,3,11.0,4.0,4,22,1,20,11,77,0,0.0,0.0,0.0,8_Bell 9_Bell 7_Bell A_Bell 7_Acorn U_Bell K_Heart O_Bell
3-6-3-3-13-2,3,6.0,3.0,3,13,2,47,32,135,0,0.0,0.0,0.0,A_Leaf 9_Heart A_Acorn 8_Acorn 10_Acorn K_Heart A_Heart 8_Leaf
2-8-7-4-15-3,2,8.0,7.0,4,15,3,51,47,9,0,0.0,0.0,0.0,A_Bell A_Acorn U_Heart K_Bell A_Leaf 9_Bell U_Bell 10_Bell
5-12-3-1-38-1,5,12.0,3.0,1,38,1,23,11,79,0,0.0,0.0,0.0,A_Acorn O_Heart 8_Leaf U_Heart O_Bell 9_Bell 9_Heart K_Heart
5-11-0-1-34-2,5,11.0,,1,34,2,43,32,18,0,0.0,0.0,0.0,K_Heart U_Leaf 10_Acorn O_Bell A_Bell 7_Heart A_Leaf U_Acorn
5-10-3-2-35-1,5,10.0,3.0,2,35,1,27,11,75,0,0.0,0.0,0.0,9_Heart U_Leaf U_Heart A_Bell 9_Leaf 8_Bell 10_Heart U_Acorn
3-14-4-4-26-0,3,14.0,4.0,4,26,0,23,14,38,0,0.0,0.0,0.0,O_Acorn K_Heart K_Leaf 10_Leaf 7_Acorn 9_Leaf 8_Leaf U_Heart
3-11-0-3-18-2,3,11.0,,3,18,2,37,32,134,0,0.0,0.0,0.0,10_Bell U_Bell 9_Acorn 7_Heart O_Bell A_Leaf A_Bell 9_Bell
7-14-0-1-60-0,7,14.0,,1,60,0,28,4,56,0,0.0,0.0,0.0,K_Acorn O_Acorn U_Leaf O_Bell A_Heart O_Leaf U_Bell 7_Heart
2-10-2-2-12-3,2,10.0,2.0,2,12,3,39,37,25,0,0.0,0.0,0.0,8_Heart K_Acorn A_Leaf 7_Bell A_Bell A_Acorn U_Acorn 8_Leaf
6-13-4-2-57-0,6,13.0,4.0,2,57,0,31,14,11,0,0.0,0.0,0.0,O_Bell O_Heart K_Heart U_Heart 10_Leaf K_Leaf U_Leaf O_Leaf
7-11-0-1-45-0,7,11.0,,1,45,0,20,0,34,0,0.0,0.0,0.0,U_Bell A_Heart 8_Heart O_Bell 7_Bell 7_Heart U_Acorn U_Leaf
6-14-0-1-30-1,6,14.0,,1,30,1,35,11,9,0,0.0,0.0,0.0,7_Heart A_Bell 10_Heart O_Acorn 9_Heart A_Heart 8_Acorn 8_Heart
6-13-6-1-56-0,6,13.0,6.0,1,56,0,27,4,37,0,0.0,0.0,0.0,A_Heart U_Bell O_Leaf O_Bell K_Leaf 8_Acorn U_Leaf U_Acorn
4-11-2-3-21-1,4,11.0,2.0,3,21,1,34,21,88,0,0.0,0.0,0.0,9_Acorn 8_Heart 9_Heart 8_Bell O_Bell 10_Heart 10_Acorn A_Acorn
5-13-2-3-43-1,5,13.0,2.0,3,43,1,34,15,29,0,0.0,0.0,0.0,K_Leaf O_Heart O_Leaf A_Heart A_Leaf 7_Leaf U_Acorn 8_Heart
5-11-2-1-28-2,5,11.0,2.0,1,28,2,35,26,4,0,0.0,0.0,0.0,9_Heart A_Acorn O_Bell K_Heart A_Leaf K_Bell U_Heart 8_Heart
5-12-3-1-42-0,5,12.0,3.0,1,42,0,23,14,68,0,0.0,0.0,0.0,O_Heart U_Acorn K_Bell 8_Leaf U_Heart 9_Heart 10_Acorn U_Leaf
8-13-0-0-55-0,8,13.0,,0,55,0,31,0,10,0,0.0,0.0,0.0,8_Heart 10_Heart U_Heart O_Leaf U_Leaf O_Heart 7_Heart A_Heart
7-14-2-1-58-0,7,14.0,2.0,1,58,0,23,0,102,0,0.0,0.0,0.0,O_Heart 8_Bell 8_Heart U_Heart A_Heart O_Acorn U_Leaf U_Bell
5-14-4-1-40-0,5,14.0,4.0,1,40,0,31,10,97,0,0.0,0.0,0.0,10_Heart 7_Leaf 9_Acorn 10_Bell K_Heart O_Acorn U_Heart U_Leaf
5-13-8-2-52-0,5,13.0,8.0,2,52,0,26,14,54,0,0.0,0.0,0.0,10_Acorn U_Leaf K_Leaf U_Heart 9_Leaf O_Heart U_Acorn O_Leaf
3-3-0-3-5-2,3,3.0,,3,5,2,26,26,131,0,0.0,0.0,0.0,K_Acorn 8_Heart A_Acorn 9_Heart 7_Bell 7_Heart A_Bell 9_Bell
4-11-4-3-31-2,4,11.0,4.0,3,31,2,43,32,23,0,0.0,0.0,0.0,8_Leaf A_Leaf O_Bell U_Bell A_Acorn U_Leaf 10_Leaf K_Heart
5-11-5-2-42-2,5,11.0,5.0,2,42,2,51,32,3,0,0.0,0.0,0.0,U_Bell A_Leaf U_Acorn U_Leaf O_Bell A_Bell 10_Heart 10_Leaf
3-13-4-4-28-0,3,13.0,4.0,4,28,0,18,8,28,0,0.0,0.0,0.0,K_Bell K_Leaf O_Bell 9_Bell K_Heart 8_Bell O_Leaf 7_Bell
7-14-3-1-57-0,7,14.0,3.0,1,57,0,24,0,63,0,0.0,0.0,0.0,O_Leaf U_Heart 9_Acorn 9_Heart 10_Heart K_Heart U_Acorn O_Acorn
3-9-2-4-14-0,3,9.0,2.0,4,14,0,16,14,23,0,0.0,0.0,0.0,8_Bell U_Leaf 8_Heart 9_Heart 10_Bell 7_Acorn K_Bell 7_Bell
6-14-8-1-65-0,6,14.0,8.0,1,65,0,25,10,15,0,0.0,0.0,0.0,O_Leaf U_Acorn O_Bell O_Acorn U_Heart 10_Leaf 7_Bell U_Leaf
5-9-4-2-32-1,5,9.0,4.0,2,32,1,50,21,45,0,0.0,0.0,0.0,A_Heart K_Heart 10_Heart A_Bell U_Heart U_Leaf 10_Leaf 8_Bell
5-10-2-2-27-2,5,10.0,2.0,2,27,2,59,32,23,0,0.0,0.0,0.0,A_Acorn A_Leaf A_Heart U_Acorn 10_Acorn K_Heart 10_Heart 8_Heart
5-11-2-1-27-2,5,11.0,2.0,1,27,2,56,32,9,0,0.0,0.0,0.0,A_Heart O_Bell 10_Leaf 10_Heart A_Acorn A_Bell 9_Heart 8_Heart
6-14-5-1-49-0,6,14.0,5.0,1,49,0,30,0,24,0,0.0,0.0,0.0,10_Heart O_Acorn U_Leaf 8_Bell A_Heart 8_Leaf U_Bell U_Heart
5-10-4-1-32-2,5,10.0,4.0,1,32,2,61,32,5,0,0.0,0.0,0.0,K_Heart A_Leaf A_Acorn U_Acorn A_Heart 10_Bell U_Bell 10_Heart
5-13-7-2-53-0,5,13.0,7.0,2,53,0,33,20,58,0,0.0,0.0,0.0,O_Bell O_Heart 10_Leaf 10_Bell U_Acorn 9_Bell U_Bell O_Leaf
5-9-3-3-31-0,5,9.0,3.0,3,31,0,29,4,14,0,0.0,0.0,0.0,9_Heart U_Heart 7_Bell A_Heart U_Leaf 8_Bell 10_Heart K_Bell
5-12-0-1-36-1,5,12.0,,1,36,1,39,21,106,0,0.0,0.0,0.0,10_Bell A_Leaf 10_Heart O_Heart 7_Heart O_Bell U_Heart 9_Acorn
5-8-3-2-26-1,5,8.0,3.0,2,26,1,42,15,43,0,0.0,0.0,0.0,A_Heart K_Leaf U_Heart 7_Bell K_Heart 9_Heart 10_Heart A_Bell
