signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points,hand_example
5-8-3-2-29-1,5,8.0,3.0,2,29,1,40,15,32,300,0.6633333333333333,0.02728383051199753,70.33,A_Heart U_Heart U_Bell K_Leaf 9_Heart A_Bell 10_Heart 9_Leaf
5-12-2-1-27-1,5,12.0,2.0,1,27,1,29,11,15,300,0.6633333333333333,0.02728383051199753,70.32333333333334,O_Heart K_Heart A_Acorn A_Heart 9_Leaf 8_Heart 7_Bell 9_Heart
4-14-6-2-42-0,4,14.0,6.0,2,42,0,33,14,451,300,0.6633333333333333,0.02728383051199753,72.08666666666667,K_Bell 8_Bell O_Heart O_Acorn 9_Acorn A_Heart U_Acorn 10_Leaf
4-13-5-2-38-3,4,13.0,5.0,2,38,3,55,37,6,300,0.6633333333333333,0.02728383051199753,68.55333333333333,O_Heart A_Bell 10_Heart U_Heart O_Leaf A_Leaf A_Acorn K_Bell
5-13-3-2-40-0,5,13.0,3.0,2,40,0,26,8,508,300,0.6633333333333333,0.02728383051199753,69.25333333333333,10_Heart K_Acorn 9_Leaf U_Heart O_Leaf 9_Heart K_Leaf O_Bell
6-10-2-2-31-0,6,10.0,2.0,2,31,0,22,4,12,300,0.6633333333333333,0.02728383051199753,69.61666666666666,8_Leaf 10_Heart U_Bell 9_Heart U_Acorn 8_Heart K_Leaf K_Heart
6-9-0-1-28-0,6,9.0,,1,28,0,19,0,64,300,0.6633333333333333,0.02728383051199753,69.02,7_Bell 9_Acorn U_Leaf K_Heart U_Bell 8_Heart 7_Heart A_Heart
4-10-3-3-29-2,4,10.0,3.0,3,29,2,38,32,19,300,0.6633333333333333,0.02728383051199753,69.12666666666667,U_Leaf 9_Acorn 10_Acorn U_Acorn A_Bell 9_Heart U_Bell A_Acorn
6-10-3-1-37-0,6,10.0,3.0,1,37,0,33,4,35,300,0.6633333333333333,0.02728383051199753,71.25666666666666,10_Heart K_Acorn U_Leaf 9_Bell 9_Heart A_Heart K_Heart U_Acorn
4-11-6-2-36-3,4,11.0,6.0,2,36,3,61,43,2,300,0.6633333333333333,0.02728383051199753,66.04666666666667,A_Acorn A_Bell O_Bell U_Acorn 10_Leaf U_Leaf A_Heart A_Leaf
3-13-9-4-34-2,3,13.0,9.0,4,34,2,34,26,4,300,0.6633333333333333,0.02728383051199753,71.67666666666666,K_Bell U_Leaf 9_Bell O_Leaf A_Acorn 8_Bell O_Heart A_Bell
5-11-5-2-38-0,5,11.0,5.0,2,38,0,32,4,67,300,0.6633333333333333,0.02728383051199753,69.39,9_Bell U_Bell K_Leaf A_Heart O_Bell 8_Bell U_Leaf 10_Heart
5-13-4-2-42-0,5,13.0,4.0,2,42,0,32,10,382,300,0.6633333333333333,0.02728383051199753,71.08333333333333,7_Acorn O_Leaf U_Leaf 9_Acorn K_Heart U_Acorn A_Heart 10_Leaf
5-14-3-3-39-0,5,14.0,3.0,3,39,0,21,4,48,300,0.6633333333333333,0.02728383051199753,70.72666666666667,U_Heart 9_Acorn U_Leaf 10_Heart O_Acorn K_Acorn 8_Acorn 9_Heart
5-12-3-3-39-0,5,12.0,3.0,3,39,0,29,10,35,300,0.6633333333333333,0.02728383051199753,70.64666666666666,9_Acorn O_Bell 9_Heart 10_Acorn U_Bell 8_Acorn O_Heart A_Heart
4-14-4-3-32-1,4,14.0,4.0,3,32,1,50,31,141,300,0.6633333333333333,0.02728383051199753,70.07,9_Bell U_Leaf K_Heart 10_Bell O_Acorn 10_Acorn A_Bell 10_Heart
4-14-6-2-38-3,4,14.0,6.0,2,38,3,52,33,6,300,0.6633333333333333,0.02728383051199753,68.22,A_Leaf O_Acorn A_Bell A_Heart 9_Bell U_Bell O_Bell A_Acorn
5-13-3-3-36-0,5,13.0,3.0,3,36,0,34,14,32,300,0.6633333333333333,0.02728383051199753,70.16666666666667,K_Heart O_Leaf 9_Heart K_Acorn 7_Acorn 10_Heart O_Bell 10_Acorn
4-14-2-4-34-1,4,14.0,2.0,4,34,1,41,25,26,300,0.6633333333333333,0.02728383051199753,71.07,O_Acorn O_Leaf 7_Leaf 10_Heart A_Leaf 8_Heart 10_Leaf K_Leaf
5-14-0-2-24-0,5,14.0,,2,24,0,23,10,81,300,0.6633333333333333,0.02728383051199753,69.28,O_Acorn 10_Heart 9_Leaf 9_Heart 8_Heart 7_Heart 8_Leaf 10_Acorn
4-13-2-3-33-1,4,13.0,2.0,3,33,1,29,21,237,300,0.6633333333333333,0.02728383051199753,70.47,10_Leaf 7_Leaf U_Bell O_Bell 8_Heart A_Acorn 9_Leaf O_Leaf
3-14-6-4-33-2,3,14.0,6.0,4,33,2,43,26,15,300,0.6633333333333333,0.02728383051199753,69.57,A_Leaf K_Acorn A_Heart 9_Acorn 7_Acorn A_Acorn O_Acorn O_Leaf
3-13-9-2-34-2,3,13.0,9.0,2,34,2,34,26,143,300,0.6633333333333333,0.02728383051199753,70.71666666666667,O_Leaf A_Acorn U_Leaf 7_Bell A_Leaf K_Acorn 8_Leaf O_Heart
4-10-3-2-24-2,4,10.0,3.0,2,24,2,44,36,102,300,0.6633333333333333,0.02728383051199753,70.43,K_Heart 10_Acorn 9_Heart A_Leaf U_Bell K_Leaf U_Acorn A_Bell
4-12-5-2-38-1,4,12.0,5.0,2,38,1,29,11,212,300,0.6633333333333333,0.02728383051199753,70.23333333333333,O_Bell 10_Heart U_Acorn 8_Acorn A_Leaf O_Heart 7_Acorn 8_Bell
5-13-2-2-42-0,5,13.0,2.0,2,42,0,13,4,452,300,0.6633333333333333,0.02728383051199753,69.46,7_Bell U_Acorn 7_Acorn K_Bell 8_Heart O_Leaf U_Heart U_Leaf
4-11-2-2-30-2,4,11.0,2.0,2,30,2,29,22,118,300,0.6633333333333333,0.02728383051199753,69.87,A_Leaf U_Leaf 7_Leaf U_Heart A_Bell 8_Heart O_Bell 8_Bell
4-14-3-3-36-1,4,14.0,3.0,3,36,1,38,21,329,300,0.6633333333333333,0.02728383051199753,71.30666666666667,A_Heart A_Acorn O_Acorn 8_Leaf O_Leaf 9_Heart 8_Acorn 10_Acorn
4-11-2-3-29-2,4,11.0,2.0,3,29,2,52,36,37,300,0.6633333333333333,0.02728383051199753,71.06,O_Bell U_Acorn A_Heart 8_Heart A_Acorn 10_Acorn A_Leaf K_Acorn
4-12-0-2-30-1,4,12.0,,2,30,1,33,25,432,300,0.6633333333333333,0.02728383051199753,69.47666666666667,9_Acorn O_Heart O_Bell 7_Heart U_Bell K_Acorn 10_Bell A_Bell
4-12-2-2-34-1,4,12.0,2.0,2,34,1,23,15,201,300,0.6633333333333333,0.02728383051199753,69.33666666666667,O_Bell 8_Heart U_Leaf A_Leaf 7_Bell K_Acorn O_Heart 9_Leaf
3-14-12-4-39-0,3,14.0,12.0,4,39,0,27,18,33,300,0.6633333333333333,0.02728383051199753,72.34333333333333,O_Leaf K_Acorn 10_Acorn K_Leaf O_Heart 7_Acorn O_Acorn 8_Acorn
5-11-2-2-33-1,5,11.0,2.0,2,33,1,26,15,272,300,0.6633333333333333,0.02728383051199753,69.63333333333334,U_Leaf U_Bell 8_Heart K_Acorn K_Heart O_Bell A_Leaf 9_Leaf
5-13-4-3-39-0,5,13.0,4.0,3,39,0,32,10,29,300,0.6633333333333333,0.02728383051199753,71.07,U_Bell O_Leaf 7_Leaf A_Heart K_Heart 10_Leaf U_Leaf 9_Leaf
5-13-0-3-24-1,5,13.0,,3,24,1,38,21,14,300,0.6633333333333333,0.02728383051199753,71.25333333333333,10_Leaf 7_Heart A_Leaf 8_Heart 10_Heart 9_Leaf K_Heart O_Leaf
6-8-0-2-22-0,6,8.0,,2,22,0,26,10,8,300,0.6633333333333333,0.02728383051199753,70.65333333333334,10_Heart 10_Bell 8_Heart K_Heart 9_Heart 7_Bell U_Heart 7_Heart
5-10-4-2-34-0,5,10.0,4.0,2,34,0,53,24,125,300,0.6633333333333333,0.02728383051199753,70.76333333333334,10_Bell K_Leaf A_Heart 10_Leaf U_Leaf U_Acorn K_Heart 10_Heart
4-11-0-3-27-2,4,11.0,,3,27,2,48,32,20,300,0.6633333333333333,0.02728383051199753,69.92,A_Bell U_Acorn 10_Bell O_Bell A_Heart A_Acorn 8_Bell 7_Heart
5-12-5-2-39-0,5,12.0,5.0,2,39,0,38,10,67,300,0.6633333333333333,0.02728383051199753,69.32333333333334,10_Leaf 10_Heart 9_Bell O_Heart A_Heart U_Leaf U_Bell 7_Leaf
5-12-3-2-39-0,5,12.0,3.0,2,39,0,20,8,366,300,0.6633333333333333,0.02728383051199753,70.25333333333333,U_Leaf K_Leaf O_Heart 9_Heart K_Heart 9_Leaf O_Bell K_Acorn
5-13-5-2-41-0,5,13.0,5.0,2,41,0,36,8,111,300,0.6633333333333333,0.02728383051199753,69.18,O_Leaf A_Heart 10_Heart K_Acorn K_Bell U_Leaf U_Heart 8_Bell
5-13-3-3-39-0,5,13.0,3.0,3,39,0,16,4,47,300,0.6633333333333333,0.02728383051199753,72.1,K_Heart 9_Acorn O_Bell U_Heart O_Leaf 7_Acorn 9_Heart K_Acorn
5-11-4-3-34-0,5,11.0,4.0,3,34,0,40,10,7,300,0.6633333333333333,0.02728383051199753,68.52333333333333,O_Bell 10_Heart 9_Leaf K_Heart 10_Leaf A_Heart 7_Leaf U_Heart
4-12-3-2-25-2,4,12.0,3.0,2,25,2,44,26,53,300,0.6633333333333333,0.02728383051199753,69.69333333333333,A_Heart 7_Leaf O_Heart A_Bell 9_Heart K_Acorn K_Heart A_Acorn
4-10-0-2-22-2,4,10.0,,2,22,2,36,32,171,300,0.6633333333333333,0.02728383051199753,71.16333333333333,7_Heart U_Acorn A_Acorn 10_Bell 9_Leaf A_Leaf U_Leaf 9_Heart
5-10-6-2-40-0,5,10.0,6.0,2,40,0,29,10,74,300,0.6633333333333333,0.02728383051199753,69.98333333333333,U_Heart 7_Bell U_Acorn U_Bell 10_Bell A_Heart U_Leaf 7_Leaf
4-14-6-4-40-1,4,14.0,6.0,4,40,1,30,11,23,300,0.6633333333333333,0.02728383051199753,69.99,A_Bell U_Heart A_Heart O_Heart 9_Bell O_Acorn 7_Bell 8_Bell
5-9-0-3-30-1,5,9.0,,3,30,1,28,11,9,300,0.6633333333333333,0.02728383051199753,68.93333333333334,7_Acorn U_Heart U_Bell 7_Heart U_Leaf 8_Acorn A_Acorn A_Heart
5-10-0-1-24-1,5,10.0,,1,24,1,29,25,82,300,0.6633333333333333,0.02728383051199753,69.49,8_Heart A_Bell U_Leaf K_Leaf U_Acorn 10_Acorn 7_Heart 9_Heart
4-12-4-3-31-2,4,12.0,4.0,3,31,2,56,36,29,300,0.6633333333333333,0.02728383051199753,71.15,K_Heart U_Leaf O_Heart 10_Bell A_Acorn A_Bell K_Bell A_Heart
5-12-2-2-30-1,5,12.0,2.0,2,30,1,30,15,199,300,0.6633333333333333,0.02728383051199753,70.44333333333333,8_Heart K_Acorn A_Leaf O_Heart U_Heart 10_Heart 7_Leaf 9_Heart
5-12-3-2-43-0,5,12.0,3.0,2,43,0,24,14,117,300,0.6633333333333333,0.02728383051199753,71.2,9_Leaf U_Heart K_Leaf O_Heart U_Leaf 10_Acorn 9_Heart O_Bell
4-9-2-2-21-2,4,9.0,2.0,2,21,2,53,36,115,300,0.6633333333333333,0.02728383051199753,69.76666666666667,8_Heart A_Acorn K_Heart A_Heart A_Bell K_Bell U_Leaf 10_Leaf
4-14-7-3-38-0,4,14.0,7.0,3,38,0,29,20,65,300,0.6633333333333333,0.02728383051199753,68.54666666666667,U_Leaf 10_Bell 10_Leaf U_Bell 7_Leaf U_Heart O_Acorn 8_Leaf
5-10-4-3-34-1,5,10.0,4.0,3,34,1,41,21,17,300,0.6633333333333333,0.02728383051199753,70.77666666666667,10_Bell 8_Bell 10_Heart U_Bell K_Heart U_Acorn A_Bell U_Heart
5-10-3-2-36-1,5,10.0,3.0,2,36,1,28,11,64,300,0.6633333333333333,0.02728383051199753,70.32666666666667,U_Leaf 7_Leaf A_Heart 7_Bell U_Acorn 9_Heart A_Bell U_Heart
4-13-7-2-37-3,4,13.0,7.0,2,37,3,46,37,6,300,0.6633333333333333,0.02728383051199753,66.94333333333333,U_Leaf A_Leaf O_Leaf A_Acorn A_Bell U_Heart U_Bell K_Leaf
5-10-2-2-31-1,5,10.0,2.0,2,31,1,34,15,185,300,0.66,0.027349588662354686,70.10333333333334,K_Heart U_Leaf U_Acorn K_Acorn A_Heart 9_Leaf 8_Heart A_Acorn
5-14-0-3-24-1,5,14.0,,3,24,1,34,21,8,300,0.66,0.027349588662354686,70.40333333333334,O_Acorn 8_Heart 7_Leaf 7_Heart 10_Heart A_Leaf 10_Leaf 9_Heart
4-9-3-2-24-2,4,9.0,3.0,2,24,2,40,32,117,300,0.66,0.027349588662354686,71.28,10_Bell U_Heart K_Heart 9_Leaf 9_Heart A_Acorn A_Leaf U_Leaf
4-13-2-2-32-3,4,13.0,2.0,2,32,3,49,33,14,300,0.66,0.027349588662354686,64.93666666666667,8_Heart A_Bell A_Acorn O_Heart O_Leaf A_Leaf 10_Heart 7_Bell
6-10-0-2-30-0,6,10.0,,2,30,0,33,14,40,300,0.66,0.027349588662354686,71.07666666666667,U_Heart 10_Acorn 7_Heart K_Heart 8_Heart A_Heart K_Acorn U_Acorn
3-14-5-3-30-2,3,14.0,5.0,3,30,2,42,26,121,300,0.66,0.027349588662354686,67.73666666666666,8_Acorn 10_Heart 9_Leaf O_Bell O_Acorn A_Acorn K_Acorn A_Bell
5-11-2-1-31-1,5,11.0,2.0,1,31,1,31,11,96,300,0.66,0.027349588662354686,69.59333333333333,O_Bell K_Heart A_Leaf 9_Bell 9_Acorn U_Heart A_Heart 8_Heart
5-10-5-3-39-1,5,10.0,5.0,3,39,1,39,21,5,300,0.66,0.027349588662354686,70.85,7_Acorn 10_Heart 10_Acorn U_Heart A_Acorn U_Bell U_Acorn U_Leaf
5-12-0-1-28-3,5,12.0,,1,28,3,49,33,1,300,0.66,0.027349588662354686,67.20333333333333,U_Bell A_Heart A_Bell O_Heart A_Acorn A_Leaf 7_Heart 9_Heart
3-14-7-2-32-2,3,14.0,7.0,2,32,2,34,26,131,300,0.66,0.027349588662354686,69.84333333333333,O_Acorn 8_Leaf O_Bell K_Bell U_Bell A_Bell 9_Acorn A_Acorn
5-13-0-1-23-1,5,13.0,,1,23,1,24,11,11,300,0.66,0.027349588662354686,69.61666666666666,7_Heart 10_Heart 8_Heart 7_Leaf O_Leaf 7_Bell 9_Heart A_Acorn
5-9-0-1-26-3,5,9.0,,1,26,3,48,33,4,300,0.66,0.027349588662354686,65.68666666666667,7_Heart U_Leaf A_Heart U_Heart A_Bell A_Acorn 9_Heart A_Leaf
4-14-7-2-39-0,4,14.0,7.0,2,39,0,13,4,228,300,0.66,0.027349588662354686,69.30333333333333,7_Leaf U_Bell 7_Acorn 8_Acorn K_Bell U_Heart O_Acorn U_Acorn
5-14-2-3-36-0,5,14.0,2.0,3,36,0,17,10,60,300,0.66,0.027349588662354686,71.32666666666667,8_Acorn U_Acorn O_Acorn 7_Acorn 9_Heart 8_Heart 10_Acorn U_Bell
4-14-5-4-35-1,4,14.0,5.0,4,35,1,51,25,8,300,0.66,0.027349588662354686,69.83666666666667,K_Bell U_Acorn 9_Bell O_Acorn A_Bell 10_Heart A_Heart 10_Bell
4-12-2-2-26-2,4,12.0,2.0,2,26,2,35,26,166,300,0.66,0.027349588662354686,70.79333333333334,9_Leaf K_Bell K_Heart O_Heart U_Heart 8_Heart A_Bell A_Acorn
4-13-3-2-26-2,4,13.0,3.0,2,26,2,48,30,39,300,0.66,0.027349588662354686,70.48666666666666,A_Bell 9_Heart A_Heart O_Leaf A_Acorn K_Heart K_Acorn K_Leaf
4-12-2-3-35-1,4,12.0,2.0,3,35,1,29,21,82,300,0.66,0.027349588662354686,69.92,8_Heart U_Acorn O_Bell O_Heart 7_Leaf A_Bell 8_Bell 10_Bell
5-12-0-1-38-0,5,12.0,,1,38,0,29,10,100,300,0.66,0.027349588662354686,71.15666666666667,8_Leaf 7_Heart 7_Bell 10_Acorn A_Heart O_Heart O_Bell U_Leaf
5-6-2-1-20-1,5,6.0,2.0,1,20,1,36,11,20,300,0.66,0.027349588662354686,69.63333333333334,10_Heart A_Heart K_Heart 7_Leaf 8_Heart 9_Heart A_Acorn 7_Bell
5-14-0-1-23-1,5,14.0,,1,23,1,28,21,10,300,0.66,0.027349588662354686,70.59666666666666,7_Heart 8_Heart O_Acorn 10_Leaf A_Bell 9_Heart 8_Acorn K_Heart
5-11-0-1-27-3,5,11.0,,1,27,3,48,33,2,300,0.66,0.027349588662354686,66.44666666666667,O_Bell 7_Heart A_Acorn 10_Heart U_Leaf 8_Heart A_Leaf A_Bell
4-12-0-4-31-1,4,12.0,,4,31,1,28,21,12,300,0.66,0.027349588662354686,69.66,O_Heart 10_Leaf 7_Heart A_Leaf 9_Leaf U_Acorn 7_Leaf U_Leaf
6-7-0-2-24-0,6,7.0,,2,24,0,31,4,7,300,0.66,0.027349588662354686,70.00666666666666,K_Heart 8_Bell U_Bell 8_Heart 7_Heart 10_Heart K_Bell A_Heart
5-12-6-3-42-0,5,12.0,6.0,3,42,0,20,0,6,300,0.66,0.027349588662354686,70.92,O_Heart U_Heart 7_Bell U_Leaf 8_Bell U_Bell 9_Bell A_Heart
5-11-2-2-30-1,5,11.0,2.0,2,30,1,30,11,221,300,0.66,0.027349588662354686,70.82333333333334,A_Leaf U_Heart 8_Heart 7_Bell 10_Heart K_Heart 8_Bell O_Bell
4-13-6-3-40-1,4,13.0,6.0,3,40,1,34,15,157,300,0.66,0.027349588662354686,71.16333333333333,A_Leaf O_Leaf U_Acorn A_Heart K_Acorn O_Bell 9_Leaf 7_Leaf
4-14-4-4-40-1,4,14.0,4.0,4,40,1,27,15,11,300,0.66,0.027349588662354686,70.89666666666666,O_Leaf 7_Leaf 8_Leaf K_Heart A_Leaf O_Acorn U_Leaf K_Leaf
5-11-3-2-33-1,5,11.0,3.0,2,33,1,30,19,167,300,0.66,0.027349588662354686,68.70666666666666,A_Leaf K_Bell U_Bell K_Leaf O_Bell 9_Heart U_Heart K_Heart
4-13-5-3-33-2,4,13.0,5.0,3,33,2,39,22,14,300,0.66,0.027349588662354686,71.25,A_Acorn O_Leaf A_Leaf 8_Acorn U_Heart 9_Acorn U_Bell 10_Heart
5-11-3-2-30-1,5,11.0,3.0,2,30,1,30,11,30,300,0.66,0.027349588662354686,68.89666666666666,O_Bell 10_Heart 7_Leaf A_Leaf 9_Heart 8_Bell K_Heart U_Bell
5-12-3-2-36-0,5,12.0,3.0,2,36,0,41,20,387,300,0.66,0.027349588662354686,71.14333333333333,9_Heart 9_Acorn 10_Acorn A_Heart O_Heart O_Bell 10_Leaf K_Heart
4-14-4-2-36-1,4,14.0,4.0,2,36,1,39,19,834,300,0.66,0.027349588662354686,70.53666666666666,7_Acorn A_Bell O_Acorn K_Acorn O_Leaf 10_Heart K_Bell K_Heart
5-11-5-2-37-1,5,11.0,5.0,2,37,1,39,11,46,300,0.66,0.027349588662354686,70.63333333333334,O_Bell 9_Leaf A_Heart 8_Bell 10_Heart U_Heart A_Bell U_Bell
6-12-0-1-31-0,6,12.0,,1,31,0,19,0,92,300,0.66,0.027349588662354686,69.74333333333334,9_Bell K_Heart U_Bell 10_Heart 7_Heart 7_Leaf 9_Heart O_Heart
5-9-4-3-32-1,5,9.0,4.0,3,32,1,44,15,5,300,0.66,0.027349588662354686,68.43333333333334,U_Heart 10_Heart K_Heart 8_Acorn A_Acorn U_Leaf K_Acorn A_Heart
5-14-2-1-32-0,5,14.0,2.0,1,32,0,35,20,91,300,0.66,0.027349588662354686,70.56666666666666,10_Heart O_Acorn 8_Heart U_Heart 10_Leaf 7_Acorn 9_Heart 10_Bell
4-13-5-2-39-1,4,13.0,5.0,2,39,1,33,15,450,300,0.66,0.027349588662354686,70.52666666666667,A_Bell 8_Leaf 9_Leaf U_Leaf K_Bell O_Leaf O_Heart 10_Heart
4-12-2-3-28-2,4,12.0,2.0,3,28,2,41,32,52,300,0.66,0.027349588662354686,70.49,8_Leaf 8_Heart K_Heart 10_Leaf A_Bell U_Acorn O_Heart A_Leaf
4-8-3-2-23-2,4,8.0,3.0,2,23,2,50,36,50,300,0.66,0.027349588662354686,68.99333333333334,10_Leaf A_Bell 10_Heart U_Bell K_Bell A_Acorn 9_Heart U_Heart
5-11-2-3-34-1,5,11.0,2.0,3,34,1,32,21,41,300,0.66,0.027349588662354686,70.19,10_Leaf U_Bell A_Leaf 8_Heart 8_Leaf U_Acorn O_Bell K_Heart
5-12-4-3-35-1,5,12.0,4.0,3,35,1,45,15,9,300,0.66,0.027349588662354686,69.59666666666666,K_Heart K_Acorn 10_Heart O_Heart 9_Acorn A_Heart A_Acorn U_Heart
4-12-2-2-34-3,4,12.0,2.0,2,34,3,51,43,2,300,0.66,0.027349588662354686,69.20333333333333,U_Leaf 10_Acorn A_Acorn 8_Heart O_Heart O_Bell A_Bell A_Leaf
4-13-8-2-41-0,4,13.0,8.0,2,41,0,20,10,227,300,0.66,0.027349588662354686,69.01333333333334,U_Leaf O_Bell U_Heart 10_Acorn 7_Acorn 7_Bell O_Leaf 7_Leaf
5-13-0-3-30-1,5,13.0,,3,30,1,27,11,70,300,0.66,0.027349588662354686,68.49666666666667,U_Heart A_Heart 8_Leaf A_Leaf 7_Heart 9_Leaf 9_Heart O_Leaf
5-14-3-1-38-0,5,14.0,3.0,1,38,0,15,4,180,300,0.66,0.027349588662354686,70.16,U_Acorn 9_Leaf K_Acorn 7_Bell K_Heart 9_Heart O_Acorn U_Bell
4-13-2-3-36-1,4,13.0,2.0,3,36,1,23,15,146,300,0.66,0.027349588662354686,69.45333333333333,O_Leaf 8_Heart O_Bell U_Acorn 8_Acorn 8_Bell A_Bell K_Bell
4-11-5-3-29-2,4,11.0,5.0,3,29,2,52,26,17,300,0.66,0.027349588662354686,68.67333333333333,10_Heart A_Bell 7_Bell U_Bell K_Bell A_Acorn A_Heart O_Bell
4-13-5-4-40-0,4,13.0,5.0,4,40,0,32,14,1,300,0.66,0.027349588662354686,69.07333333333334,U_Acorn 8_Leaf O_Leaf 10_Heart O_Heart K_Leaf 9_Leaf 10_Leaf
5-8-2-2-28-1,5,8.0,2.0,2,28,1,36,11,40,300,0.66,0.027349588662354686,69.24333333333334,U_Heart U_Bell 8_Heart 10_Heart A_Leaf 7_Acorn 9_Acorn A_Heart
5-14-2-3-34-0,5,14.0,2.0,3,34,0,26,10,38,300,0.66,0.027349588662354686,71.54666666666667,8_Acorn 8_Heart U_Leaf 10_Acorn 9_Heart A_Heart O_Acorn 7_Acorn
5-7-2-1-24-1,5,7.0,2.0,1,24,1,48,21,17,300,0.66,0.027349588662354686,69.82,8_Heart A_Bell U_Bell 9_Leaf 10_Acorn K_Heart A_Heart 10_Heart
4-13-3-3-34-1,4,13.0,3.0,3,34,1,18,11,204,300,0.66,0.027349588662354686,70.27,U_Heart U_Acorn 7_Leaf A_Acorn 9_Heart O_Leaf 8_Leaf 9_Leaf
5-10-2-2-25-1,5,10.0,2.0,2,25,1,38,21,35,300,0.66,0.027349588662354686,69.58666666666667,9_Heart 10_Acorn A_Bell A_Heart 8_Heart K_Heart U_Acorn 7_Acorn
5-11-2-2-35-1,5,11.0,2.0,2,35,1,28,11,212,300,0.66,0.027349588662354686,71.25333333333333,8_Leaf 8_Bell 8_Heart A_Leaf U_Acorn 10_Heart O_Bell U_Bell
4-13-4-3-29-2,4,13.0,4.0,3,29,2,51,32,17,300,0.66,0.027349588662354686,72.42666666666666,A_Leaf 8_Acorn K_Heart 10_Acorn O_Leaf A_Acorn 10_Heart U_Bell
5-13-2-3-31-1,5,13.0,2.0,3,31,1,37,21,17,300,0.66,0.027349588662354686,70.45,A_Heart 7_Bell O_Leaf U_Bell A_Bell 8_Heart 9_Heart 10_Bell
4-9-5-2-29-2,4,9.0,5.0,2,29,2,38,22,56,300,0.66,0.027349588662354686,69.50666666666666,A_Leaf U_Bell 7_Acorn U_Heart A_Bell 10_Heart U_Leaf 7_Bell
4-14-2-2-37-0,4,14.0,2.0,2,37,0,18,10,638,300,0.66,0.027349588662354686,69.28,O_Heart 7_Acorn 10_Bell 7_Leaf 8_Leaf 8_Heart O_Acorn U_Leaf
3-14-9-3-36-1,3,14.0,9.0,3,36,1,29,21,416,300,0.66,0.027349588662354686,70.7,O_Leaf 8_Bell A_Acorn O_Acorn 10_Acorn U_Leaf 9_Bell 8_Acorn
4-12-3-2-33-2,4,12.0,3.0,2,33,2,34,26,92,300,0.66,0.027349588662354686,70.24333333333334,A_Leaf O_Heart U_Bell K_Bell A_Bell 9_Heart 9_Leaf O_Bell
4-13-2-4-35-1,4,13.0,2.0,4,35,1,29,21,14,300,0.66,0.027349588662354686,70.13,7_Bell O_Heart 8_Heart 9_Bell U_Heart O_Leaf A_Bell 10_Bell
4-12-7-4-38-1,4,12.0,7.0,4,38,1,31,21,17,300,0.66,0.027349588662354686,69.53333333333333,U_Bell 9_Acorn O_Heart O_Bell 8_Acorn 10_Acorn U_Heart A_Acorn
5-12-3-3-32-1,5,12.0,3.0,3,32,1,40,21,11,300,0.66,0.027349588662354686,69.9,U_Heart 10_Heart A_Leaf K_Heart 9_Heart 8_Leaf O_Heart 10_Leaf
4-10-0-2-20-2,4,10.0,,2,20,2,49,32,147,300,0.66,0.027349588662354686,71.32,A_Heart 7_Heart A_Bell 10_Bell 8_Acorn A_Leaf K_Heart U_Acorn
6-10-0-1-26-0,6,10.0,,1,26,0,37,14,38,300,0.66,0.027349588662354686,70.22666666666667,10_Heart 9_Heart U_Acorn 7_Heart A_Heart 10_Acorn 8_Heart K_Bell
5-12-0-1-37-0,5,12.0,,1,37,0,19,0,151,300,0.66,0.027349588662354686,68.14333333333333,O_Bell 8_Bell 9_Leaf U_Heart 9_Acorn A_Heart O_Heart 7_Heart
3-14-6-3-27-2,3,14.0,6.0,3,27,2,52,36,139,300,0.66,0.027349588662354686,70.89333333333333,K_Leaf A_Heart A_Bell 10_Leaf U_Bell 7_Acorn A_Leaf O_Acorn
5-11-0-1-21-1,5,11.0,,1,21,1,24,11,22,300,0.66,0.027349588662354686,70.29333333333334,7_Heart 8_Heart A_Acorn 10_Heart 8_Bell 9_Leaf 9_Heart O_Bell
5-10-2-1-27-3,5,10.0,2.0,1,27,3,47,33,2,300,0.66,0.027349588662354686,65.19333333333333,A_Leaf A_Bell 10_Heart A_Acorn 9_Heart U_Bell 8_Heart U_Acorn
3-14-8-3-32-2,3,14.0,8.0,3,32,2,39,32,123,300,0.66,0.027349588662354686,70.75333333333333,10_Acorn 7_Acorn 9_Leaf A_Bell U_Heart A_Acorn U_Acorn O_Acorn
4-14-2-3-31-2,4,14.0,2.0,3,31,2,48,32,59,300,0.66,0.027349588662354686,72.70666666666666,8_Leaf A_Bell 10_Leaf U_Leaf O_Acorn A_Leaf 8_Heart A_Heart
5-14-0-1-28-0,5,14.0,,1,28,0,25,20,144,300,0.66,0.027349588662354686,69.28,10_Leaf O_Acorn 9_Bell 10_Acorn 7_Heart 9_Heart 8_Heart U_Leaf
5-12-0-3-36-0,5,12.0,,3,36,0,22,14,50,300,0.66,0.027349588662354686,70.90333333333334,7_Heart 10_Acorn 8_Acorn O_Heart K_Acorn O_Bell 9_Heart U_Acorn
5-14-3-1-37-0,5,14.0,3.0,1,37,0,21,10,147,300,0.66,0.027349588662354686,70.46666666666667,O_Acorn 8_Leaf 7_Acorn U_Bell K_Heart U_Leaf 9_Heart 10_Bell
